Instances 0: (2020, 7, 28)
-0.9999950528144836 0.9985775947570801 0.9983009099960327 -0.99666827917099 1.0
-1.0 -0.9988967180252075 0.9999998807907104 0.9999977350234985 0.5083852410316467
-1.0 -0.6701143980026245 -0.8585042357444763 0.9979882836341858 0.9990764856338501
-1.0 -1.0 -0.9324674606323242 0.9999921917915344 -0.302081435918808
-1.0 -1.0 0.9999999403953552 1.0 0.9997180104255676
-1.0 -1.0 0.9878866672515869 1.0 0.9999996423721313
-1.0 -1.0 0.9999613761901855 1.0 1.0
-1.0 -1.0 0.6778435111045837 1.0 0.9999952912330627
-1.0 -1.0 -1.0 -0.9956382513046265 0.9999999403953552
-1.0 -1.0 -0.9999998211860657 -0.9432516098022461 0.9761217832565308
-1.0 -1.0 -1.0 0.9999998807907104 -0.8267088532447815
-1.0 -1.0 -1.0 0.999894917011261 -0.9999648332595825
-1.0 -1.0 -1.0 0.9890089631080627 -0.9999995827674866
-1.0 -1.0 -1.0 -0.4348243772983551 -1.0
-1.0 -1.0 -1.0 -0.735262930393219 -1.0
-1.0 -1.0 -1.0 -0.9999673962593079 -1.0
-1.0 -1.0 -1.0 -0.9999982714653015 -1.0
-1.0 -1.0 -1.0 -1.0 -1.0
-1.0 -1.0 -1.0 -1.0 -1.0
-1.0 -1.0 -1.0 -1.0 -1.0
-1.0 -1.0 -1.0 -1.0 -1.0
-1.0 -1.0 -1.0 -1.0 -1.0
-1.0 -1.0 -1.0 -1.0 -1.0
-1.0 -1.0 -1.0 -1.0 -1.0
-1.0 -1.0 -1.0 -1.0 -1.0
-1.0 -1.0 -1.0 -1.0 -1.0
-1.0 -1.0 -1.0 -1.0 -1.0
-1.0 -1.0 -1.0 -1.0 -1.0
-1.0 -1.0 -1.0 -1.0 -1.0
-1.0 -1.0 -1.0 -1.0 -1.0
-1.0 -1.0 -1.0 -1.0 -1.0
-1.0 -1.0 -1.0 -1.0 -1.0
-1.0 -1.0 -1.0 -1.0 -1.0
-1.0 -1.0 -1.0 -1.0 -1.0
-1.0 -1.0 -1.0 -1.0 -1.0
-1.0 -1.0 -1.0 -1.0 -1.0
-1.0 -1.0 -1.0 -1.0 -1.0
Fitness: 1.309607837319951
Instances 2: (2020, 7, 30)
-1.0 -1.0 -1.0 -1.0 -1.0
0.9725490808486938 -1.0 -1.0 -1.0 -1.0
0.9993914365768433 -1.0 -1.0 -1.0 -0.9999988079071045
-0.11089096963405609 -1.0 -1.0 -1.0 -0.9995403289794922
0.9509807825088501 -1.0 -1.0 -1.0 -0.8935803174972534
0.9999967217445374 -0.9999887943267822 -1.0 0.9999998807907104 -0.503960132598877
0.999997079372406 -0.9999932050704956 -1.0 0.9999997615814209 0.35321158170700073
0.9999986290931702 -0.9999995231628418 -1.0 0.999999463558197 -0.8431547284126282
0.9999902248382568 -1.0 -1.0 0.9999999403953552 -0.9393033981323242
1.0 -1.0 -1.0 0.9999963045120239 -0.9981619119644165
1.0 -1.0 -1.0 0.9990146160125732 -0.9974310994148254
1.0 -1.0 -1.0 0.8681172132492065 -0.9979140758514404
1.0 -1.0 -1.0 0.990592360496521 -0.8611083030700684
1.0 -1.0 -1.0 1.0 -0.5248497724533081
1.0 -1.0 -1.0 1.0 -0.9781822562217712
1.0 -1.0 -1.0 1.0 -0.9944204688072205
1.0 -1.0 -1.0 1.0 -0.9969320297241211
1.0 -0.9998915195465088 -1.0 1.0 -0.9988380670547485
0.9328820705413818 0.999309241771698 -1.0 0.9995433688163757 -0.9997794032096863
-0.9765647053718567 -0.9998945593833923 -1.0 -0.999998152256012 -0.9999995231628418
-0.9999961853027344 -1.0 -1.0 -1.0 -0.9998325109481812
-0.4223732054233551 -1.0 -1.0 -1.0 0.8357456922531128
-0.9931488037109375 -1.0 -1.0 -1.0 0.8616698384284973
-0.8835515379905701 -0.9999072551727295 -1.0 -1.0 0.9897585511207581
0.9985833764076233 0.9988026022911072 -1.0 -1.0 0.9999946355819702
0.9996361136436462 -0.9946730136871338 -1.0 -1.0 0.9997064471244812
-0.2446572482585907 -1.0 -1.0 -1.0 -0.8816668391227722
0.35690978169441223 -1.0 -1.0 -1.0 -0.9928629994392395
0.9998170137405396 -0.8984044194221497 -1.0 -1.0 0.9989567399024963
0.9889746308326721 -0.9999995827674866 -1.0 -1.0 0.9992173314094543
-0.9997221231460571 -1.0 -1.0 -1.0 0.9790823459625244
-0.9906472563743591 -1.0 -1.0 -1.0 -0.9997309446334839
-0.9999129176139832 -1.0 -1.0 -1.0 -0.9999997615814209
-0.9999999403953552 -1.0 -1.0 -1.0 -1.0
-0.9999997615814209 -1.0 -1.0 -1.0 -1.0
-0.9999769330024719 -1.0 -1.0 -1.0 -1.0
-0.9991685152053833 -1.0 -1.0 -1.0 -1.0
-0.8955695033073425 -1.0 -1.0 -1.0 -1.0
-0.986107587814331 -1.0 -1.0 -1.0 -1.0
-0.9979990720748901 -1.0 -1.0 -1.0 -1.0
-0.8591105341911316 -1.0 -1.0 -1.0 -1.0
-0.9962931871414185 -1.0 -1.0 -1.0 -0.9999997615814209
-0.9995235800743103 -1.0 -1.0 -1.0 -0.9999999403953552
-0.9999898672103882 -0.9987066388130188 -1.0 -1.0 -0.9999986886978149
-0.9999958872795105 -0.9811006188392639 -1.0 -1.0 -0.9999997019767761
-0.999994695186615 1.0 -1.0 -1.0 -0.25055617094039917
-0.9999998807907104 1.0 -1.0 -1.0 0.9892910718917847
-1.0 1.0 -1.0 -1.0 0.9947606325149536
-1.0 1.0 -1.0 -1.0 0.9987637996673584
-1.0 1.0 -1.0 -1.0 0.9994226098060608
-1.0 1.0 -1.0 -1.0 0.8187922239303589
-0.9999686479568481 1.0 -1.0 -1.0 1.0
-0.9999977350234985 1.0 -1.0 -1.0 1.0
-0.9999980926513672 1.0 -0.9999988675117493 -1.0 1.0
-0.9999450445175171 1.0 -1.0 -0.9999735355377197 0.47214239835739136
-1.0 1.0 -0.9999718070030212 -1.0 1.0
-1.0 1.0 -1.0 -0.999958872795105 -0.02789098583161831
-1.0 1.0 0.9991208910942078 1.0 1.0
-1.0 1.0 0.9999575018882751 1.0 1.0
-1.0 1.0 1.0 1.0 1.0
-0.9999998211860657 1.0 1.0 1.0 1.0
-0.999964714050293 0.9943853616714478 1.0 1.0 0.9999730587005615
-0.9580624103546143 -0.9990568161010742 1.0 -0.9991341233253479 1.0
-0.9999890923500061 0.9999601244926453 1.0 1.0 0.7612177133560181
-0.9999999403953552 0.9967488050460815 1.0 1.0 0.9941940307617188
-1.0 -1.0 1.0 0.9999966025352478 0.9999951124191284
-1.0 -1.0 0.999999463558197 -0.9999998211860657 1.0
-1.0 -1.0 1.0 -0.99985671043396 1.0
-1.0 -1.0 1.0 -0.9999269247055054 1.0
-1.0 -1.0 1.0 -0.9999409317970276 1.0
-1.0 -1.0 1.0 -0.9797088503837585 1.0
-1.0 -1.0 1.0 -0.9999881386756897 1.0
-1.0 -1.0 1.0 -0.9994792342185974 1.0
-1.0 -1.0 0.9999990463256836 -0.9991609454154968 1.0
-1.0 -1.0 0.8315038084983826 -0.9802643060684204 1.0
-1.0 -1.0 -0.9931697845458984 0.9999939799308777 0.9999998807907104
-1.0 -1.0 -1.0 0.9999999403953552 0.9997642040252686
-1.0 -1.0 -1.0 1.0 -0.9999849796295166
-1.0 -1.0 -1.0 0.9996333122253418 -1.0
-1.0 -1.0 -1.0 -0.9999999403953552 -1.0
-1.0 -1.0 -1.0 -1.0 -1.0
-1.0 -1.0 -1.0 -1.0 -1.0
-1.0 -1.0 -1.0 -1.0 -1.0
-1.0 -1.0 -1.0 -1.0 -1.0
-1.0 -1.0 -1.0 -1.0 -1.0
-1.0 -1.0 -1.0 -1.0 -1.0
-1.0 -1.0 -1.0 -1.0 -1.0
-1.0 -1.0 -1.0 -1.0 -1.0
-1.0 -1.0 -1.0 -1.0 -1.0
-1.0 -1.0 -1.0 -1.0 -1.0
-1.0 -1.0 -1.0 -1.0 -1.0
-1.0 -1.0 -1.0 -1.0 -1.0
-1.0 -1.0 -1.0 -1.0 -1.0
-1.0 -1.0 -1.0 -1.0 -1.0
-1.0 -1.0 -1.0 -1.0 -1.0
-1.0 -1.0 -1.0 -1.0 -1.0
Fitness: 1.6276323431259643
Instances 3: (2020, 7, 31)
-0.9999936819076538 -1.0 -1.0 -0.9999917149543762 -1.0
0.9924530982971191 -1.0 -1.0 -1.0 -1.0
0.9998456835746765 -1.0 -1.0 -1.0 -0.9999366998672485
-0.8736618757247925 -1.0 -1.0 -1.0 -0.9922045469284058
-0.7592242956161499 -1.0 -1.0 -1.0 0.92146897315979
0.6878318786621094 -1.0 -1.0 -1.0 0.9761751294136047
0.9992451667785645 -1.0 -1.0 -1.0 0.9283829927444458
0.9993031024932861 -1.0 -1.0 -1.0 0.6842800974845886
0.9999960660934448 -1.0 -1.0 -1.0 -0.17182651162147522
0.9999969005584717 -1.0 -1.0 -1.0 -0.9352560043334961
0.9999991059303284 -1.0 -1.0 -1.0 -0.9851690530776978
1.0 -1.0 -1.0 -1.0 -0.9987786412239075
0.9999984502792358 -1.0 -1.0 -1.0 -0.9997914433479309
1.0 -1.0 -1.0 -0.9770578742027283 -0.940054714679718
1.0 -1.0 -1.0 -0.9881077408790588 0.022354304790496826
0.9999999403953552 -1.0 -1.0 -0.6974231004714966 0.5306690335273743
1.0 -1.0 -1.0 -0.9989561438560486 -0.9800647497177124
0.9999999403953552 0.9997690916061401 -1.0 0.22408950328826904 -0.9565756320953369
0.9883280396461487 1.0 -1.0 -0.9999933838844299 -0.9156185388565063
0.2599680423736572 0.9906796216964722 -1.0 -1.0 -0.9920825362205505
-0.9993879199028015 -0.9999992847442627 -1.0 -1.0 -0.9991815686225891
0.9977158904075623 1.0 -1.0 -1.0 1.0
0.9999775886535645 0.9999592900276184 -1.0 -1.0 1.0
0.999997615814209 0.999656081199646 -1.0 -1.0 1.0
1.0 0.9999998211860657 -1.0 -1.0 1.0
0.9999940991401672 -0.9941515326499939 -1.0 -1.0 0.9997604489326477
1.0 -0.9754344820976257 -1.0 -1.0 0.9999949932098389
1.0 0.3335445821285248 -1.0 -1.0 0.9920655488967896
0.9933490753173828 -1.0 -1.0 -1.0 -0.9470729827880859
-0.9777053594589233 -1.0 -1.0 -1.0 -0.9991442561149597
-0.10652973502874374 -1.0 -1.0 -1.0 -0.9990290403366089
-0.998619019985199 -1.0 -1.0 -1.0 -0.9999998211860657
-0.9976983070373535 -1.0 -1.0 -1.0 -1.0
-0.9999997615814209 -1.0 -1.0 -1.0 -1.0
-0.9999998211860657 -1.0 -1.0 -1.0 -1.0
-1.0 -1.0 -1.0 -1.0 -1.0
-1.0 -1.0 -1.0 -1.0 -1.0
-0.9999998807907104 -1.0 -1.0 -1.0 -1.0
-0.9999998807907104 -1.0 -1.0 -1.0 -1.0
-0.9999999403953552 -1.0 -1.0 -1.0 -1.0
-0.9999996423721313 -1.0 -1.0 -1.0 -1.0
-0.9991441369056702 -1.0 -1.0 -1.0 -0.9999999403953552
-0.9999610781669617 -1.0 -1.0 -1.0 -0.9999976754188538
-0.9999561905860901 -1.0 -1.0 -1.0 -0.9999999403953552
-0.9999974370002747 -1.0 -1.0 -1.0 -0.9997358918190002
-0.9999999403953552 -1.0 -1.0 -1.0 -0.9999960064888
-1.0 -1.0 -1.0 -1.0 -0.9999577403068542
-1.0 -1.0 -1.0 -1.0 -0.9999561309814453
-1.0 -1.0 -1.0 -1.0 -0.9997974038124084
-1.0 0.9999870657920837 -1.0 -1.0 -0.9999134540557861
-1.0 0.999996542930603 -1.0 -1.0 -0.9267563819885254
-1.0 1.0 -1.0 -1.0 0.8589708805084229
-1.0 1.0 -1.0 -1.0 0.9999309778213501
-0.9999995231628418 1.0 -1.0 -1.0 0.9999632239341736
-0.9999995827674866 1.0 -0.999993085861206 -1.0 0.9999974370002747
-1.0 1.0 -0.9995620846748352 -1.0 0.9999998807907104
-1.0 1.0 0.8516303896903992 -0.9999916553497314 1.0
-1.0 1.0 0.9942396879196167 -0.994196355342865 1.0
-1.0 1.0 0.9999984502792358 0.9999985694885254 1.0
-1.0 1.0 1.0 1.0 1.0
-1.0 1.0 1.0 1.0 1.0
-1.0 -1.0 1.0 1.0 -0.13478808104991913
-1.0 -0.9999997019767761 1.0 1.0 -0.44004982709884644
-1.0 -1.0 1.0 0.9999984502792358 -0.9707094430923462
-1.0 -1.0 1.0 1.0 0.9956075549125671
-1.0 -1.0 0.9997798204421997 1.0 0.9999465346336365
-1.0 -1.0 0.9999889135360718 1.0 0.9999955892562866
-1.0 -1.0 0.9999999403953552 1.0 0.9998918175697327
-1.0 -1.0 1.0 1.0 0.9998229742050171
-1.0 -1.0 0.9999993443489075 1.0 -0.9696064591407776
-1.0 -1.0 0.9999989867210388 1.0 -0.8065873384475708
-1.0 -1.0 0.9999581575393677 1.0 0.9882538914680481
-1.0 -1.0 0.9999894499778748 1.0 0.9990459084510803
-1.0 -1.0 -0.6904734373092651 1.0 0.9993314743041992
-1.0 -1.0 -0.9997014403343201 1.0 0.8898271322250366
-1.0 -1.0 -1.0 1.0 0.999322772026062
-1.0 -1.0 -1.0 0.999993622303009 -0.6428191065788269
-1.0 -1.0 -1.0 0.8284270763397217 -1.0
-1.0 -1.0 -1.0 -0.8929303884506226 -1.0
-1.0 -1.0 -1.0 -0.9999998211860657 -1.0
-1.0 -1.0 -1.0 -1.0 -1.0
-1.0 -1.0 -1.0 -1.0 -1.0
-1.0 -1.0 -1.0 -1.0 -1.0
-1.0 -1.0 -1.0 -1.0 -1.0
-1.0 -1.0 -1.0 -1.0 -1.0
-1.0 -1.0 -1.0 -1.0 -1.0
-1.0 -1.0 -1.0 -1.0 -1.0
-1.0 -1.0 -1.0 -1.0 -1.0
-1.0 -1.0 -1.0 -1.0 -1.0
-1.0 -1.0 -1.0 -1.0 -1.0
-1.0 -1.0 -1.0 -1.0 -1.0
-1.0 -1.0 -1.0 -1.0 -1.0
-1.0 -1.0 -1.0 -1.0 -1.0
-1.0 -1.0 -1.0 -1.0 -1.0
-1.0 -1.0 -1.0 -1.0 -1.0
-1.0 -1.0 -1.0 -1.0 -1.0
Fitness: 1.7705804081295973
Instances 4: (2020, 8, 24)
-1.0 -1.0 -1.0 -0.9999873042106628 -1.0
0.7224314212799072 -1.0 -1.0 -0.9955999255180359 -1.0
0.9999578595161438 -1.0 -1.0 -0.922640323638916 -1.0
0.9995601177215576 -1.0 -1.0 -0.8282754421234131 -0.9999972581863403
0.9951987862586975 -1.0 -1.0 0.5592391490936279 -0.997398853302002
-0.870097815990448 -1.0 -1.0 0.9956739544868469 -0.9400441646575928
0.003626282326877117 -1.0 -1.0 0.9992207884788513 0.274337500333786
0.8068604469299316 -1.0 -1.0 0.9997073411941528 -0.971092700958252
0.5951565504074097 -1.0 -1.0 0.9997865557670593 -0.9941745400428772
0.7003660798072815 -1.0 -1.0 0.9999099969863892 -0.991696298122406
0.9850199818611145 -1.0 -1.0 0.9986740350723267 -0.9993352890014648
0.97784423828125 -1.0 -1.0 0.6868046522140503 -0.9938883781433105
0.6877216100692749 -1.0 -1.0 -0.2143310159444809 -0.9944918155670166
0.9994298815727234 -1.0 -1.0 -0.730375349521637 -0.9999637007713318
0.9845424294471741 -1.0 -1.0 -0.8168509602546692 -0.9991828203201294
0.9996915459632874 -1.0 -1.0 0.9931253790855408 -0.9999687075614929
0.8247840404510498 -1.0 -1.0 0.03432300686836243 -0.9999397397041321
0.9999904632568359 -1.0 -1.0 0.9999542832374573 -0.9999997019767761
1.0 -1.0 -1.0 0.9999998807907104 -1.0
0.9999950528144836 -0.9965496063232422 -1.0 0.9999998807907104 -1.0
0.988315224647522 0.9999998211860657 -1.0 0.9966815710067749 -0.9999909400939941
0.15475377440452576 0.5331542491912842 -1.0 -0.9995263814926147 -1.0
-0.9999997019767761 -0.9489633440971375 -1.0 -1.0 -1.0
-1.0 -0.9999990463256836 -1.0 -1.0 -1.0
-1.0 -1.0 -1.0 -1.0 -0.9999999403953552
-1.0 -1.0 -1.0 -1.0 -1.0
-1.0 -1.0 -1.0 -1.0 -1.0
-1.0 -1.0 -1.0 -1.0 -1.0
-1.0 -1.0 -1.0 -1.0 -1.0
-1.0 -1.0 -1.0 -1.0 -1.0
-1.0 -1.0 -1.0 -1.0 -1.0
-1.0 -1.0 -1.0 -1.0 -1.0
-1.0 -1.0 -1.0 -1.0 -1.0
-1.0 -1.0 -1.0 -1.0 -1.0
-1.0 -1.0 -1.0 -1.0 -1.0
-1.0 -1.0 -1.0 -1.0 -1.0
-1.0 -1.0 -1.0 -1.0 -1.0
-0.9999999403953552 -1.0 -1.0 -1.0 -0.9999984502792358
-1.0 -1.0 -1.0 -1.0 -0.9917915463447571
-0.9999999403953552 -1.0 -1.0 -1.0 -1.0
-1.0 -1.0 -1.0 -1.0 -1.0
-1.0 -1.0 -1.0 -1.0 -0.999998152256012
-1.0 -1.0 -1.0 -1.0 -1.0
-1.0 -1.0 -1.0 -1.0 -0.9998989701271057
-1.0 -1.0 -1.0 -1.0 -0.9998672008514404
-1.0 0.9993733167648315 -1.0 -0.9965617656707764 -0.9999979138374329
-1.0 0.9999994039535522 -1.0 -0.9993405938148499 -0.9718835353851318
-0.9999992847442627 1.0 -1.0 -0.16559430956840515 0.7182543277740479
-0.9999999403953552 0.9476808309555054 -1.0 -0.9902459383010864 0.862116277217865
-1.0 -0.9999011754989624 -1.0 -1.0 0.9909021258354187
-1.0 1.0 -1.0 -1.0 -0.9312989115715027
-1.0 -0.9724370241165161 -0.9999999403953552 -0.9999999403953552 0.8542723655700684
-1.0 0.9835202097892761 -0.9999984502792358 0.999932050704956 -0.805230438709259
0.7846826314926147 1.0 0.9999967813491821 -1.0 0.999575138092041
-1.0 0.9999996423721313 -1.0 0.9325716495513916 0.9997839331626892
-1.0 0.9998461604118347 -1.0 -1.0 0.9999862313270569
-1.0 0.987566351890564 -1.0 -0.9999542832374573 0.9999898076057434
-1.0 -0.9958125948905945 -1.0 0.9999386072158813 0.9995564818382263
-1.0 0.983847975730896 -0.9999997615814209 -0.8334927558898926 1.0
-1.0 0.998613178730011 0.5688258409500122 0.9982448816299438 1.0
-1.0 -1.0 -0.9998164176940918 0.9907896518707275 0.9999997019767761
-1.0 -1.0 -0.8601232767105103 1.0 0.9999929666519165
